"State","Year","Type_code","Type","Gender","Age_group","Total"
"Uttar Pradesh",2012,"Causes","Insanity/Mental Illness","Male","60+",14
"Uttar Pradesh",2012,"Causes","Poverty","Male","60+",6
"Uttar Pradesh",2012,"Causes","Bankruptcy or Sudden change in Economic","Male","60+",0
"Uttar Pradesh",2012,"Causes","Illness (Aids/STD)","Male","60+",3
"Uttar Pradesh",2012,"Causes","Dowry Dispute","Male","60+",0
"Uttar Pradesh",2012,"Causes","Family Problems","Male","60+",53
"Uttar Pradesh",2012,"Causes","Paralysis","Male","60+",1
"Uttar Pradesh",2012,"Causes","Unemployment","Male","60+",0
"Uttar Pradesh",2012,"Causes","Other Causes (Please Specity)","Male","60+",19
"Uttar Pradesh",2012,"Causes","Cancer","Male","60+",1
"Uttar Pradesh",2012,"Causes","Death of Dear Person","Male","60+",0
"Uttar Pradesh",2012,"Causes","Divorce","Male","60+",0
"Uttar Pradesh",2012,"Causes","Illegitimate Pregnancy","Male","60+",0
"Uttar Pradesh",2012,"Causes","Physical Abuse (Rape/Incest Etc.)","Male","60+",23
"Uttar Pradesh",2012,"Causes","Causes Not known","Male","60+",34
"Uttar Pradesh",2012,"Causes","Not having Children(Barrenness/Impotency","Male","60+",1
"Uttar Pradesh",2012,"Causes","Fall in Social Reputation","Male","60+",1
"Uttar Pradesh",2012,"Education_Status","Middle","Female","0-100+",333
"Uttar Pradesh",2012,"Education_Status","Post Graduate and Above","Female","0-100+",24
"Uttar Pradesh",2012,"Education_Status","Hr. Secondary/Intermediate/Pre-Universit","Female","0-100+",288
"Uttar Pradesh",2012,"Education_Status","Diploma","Female","0-100+",50
"Uttar Pradesh",2012,"Education_Status","Graduate","Female","0-100+",145
"Uttar Pradesh",2012,"Education_Status","No Education","Female","0-100+",368
"Uttar Pradesh",2012,"Education_Status","Primary","Female","0-100+",338
"Uttar Pradesh",2012,"Education_Status","Matriculate/Secondary","Female","0-100+",381
"Uttar Pradesh",2012,"Education_Status","Hr. Secondary/Intermediate/Pre-Universit","Male","0-100+",469
"Uttar Pradesh",2012,"Education_Status","Matriculate/Secondary","Male","0-100+",504
"Uttar Pradesh",2012,"Education_Status","Middle","Male","0-100+",477
"Uttar Pradesh",2012,"Education_Status","Primary","Male","0-100+",408
"Uttar Pradesh",2012,"Education_Status","Graduate","Male","0-100+",156
"Uttar Pradesh",2012,"Education_Status","Diploma","Male","0-100+",51
"Uttar Pradesh",2012,"Education_Status","No Education","Male","0-100+",394
"Uttar Pradesh",2012,"Education_Status","Post Graduate and Above","Male","0-100+",36
"Uttar Pradesh",2012,"Means_adopted","By Consuming Insecticides","Female","0-14",4
"Uttar Pradesh",2012,"Means_adopted","By Hanging","Female","0-14",16
"Uttar Pradesh",2012,"Means_adopted","By Over Alcoholism","Female","0-14",0
"Uttar Pradesh",2012,"Means_adopted","By Self Infliction of injury","Female","0-14",0
"Uttar Pradesh",2012,"Means_adopted","By Consuming Other Poison","Female","0-14",2
"Uttar Pradesh",2012,"Means_adopted","By Jumping from (Other sites)","Female","0-14",2
"Uttar Pradesh",2012,"Means_adopted","By Fire-Arms","Female","0-14",1
"Uttar Pradesh",2012,"Means_adopted","By Machine","Female","0-14",0
"Uttar Pradesh",2012,"Means_adopted","By Drowning","Female","0-14",6
"Uttar Pradesh",2012,"Means_adopted","By Other means (please specify)","Female","0-14",1
"Uttar Pradesh",2012,"Means_adopted","By Overdose of sleeping pills","Female","0-14",8
"Uttar Pradesh",2012,"Means_adopted","By Jumping from (Building)","Female","0-14",0
"Uttar Pradesh",2012,"Means_adopted","By Fire/Self Immolation","Female","0-14",11
"Uttar Pradesh",2012,"Means_adopted","By touching electric wires","Female","0-14",0
"Uttar Pradesh",2012,"Means_adopted","By Jumping off Moving Vehicles/Trains","Female","0-14",2
"Uttar Pradesh",2012,"Means_adopted","By coming under running vehicles/trains","Female","0-14",1
"Uttar Pradesh",2012,"Means_adopted","By Over Alcoholism","Male","0-14",1
"Uttar Pradesh",2012,"Means_adopted","By Overdose of sleeping pills","Male","0-14",3
"Uttar Pradesh",2012,"Means_adopted","By Self Infliction of injury","Male","0-14",0
"Uttar Pradesh",2012,"Means_adopted","By Drowning","Male","0-14",4
"Uttar Pradesh",2012,"Means_adopted","By Hanging","Male","0-14",3
"Uttar Pradesh",2012,"Means_adopted","By Other means (please specify)","Male","0-14",5
"Uttar Pradesh",2012,"Means_adopted","By Jumping off Moving Vehicles/Trains","Male","0-14",1
"Uttar Pradesh",2012,"Means_adopted","By coming under running vehicles/trains","Male","0-14",1
"Uttar Pradesh",2012,"Means_adopted","By touching electric wires","Male","0-14",0
"Uttar Pradesh",2012,"Means_adopted","By Fire/Self Immolation","Male","0-14",7
"Uttar Pradesh",2012,"Means_adopted","By Jumping from (Building)","Male","0-14",1
"Uttar Pradesh",2012,"Means_adopted","By Consuming Other Poison","Male","0-14",2
"Uttar Pradesh",2012,"Means_adopted","By Jumping from (Other sites)","Male","0-14",1
"Uttar Pradesh",2012,"Means_adopted","By Machine","Male","0-14",1
"Uttar Pradesh",2012,"Means_adopted","By Consuming Insecticides","Male","0-14",1
"Uttar Pradesh",2012,"Means_adopted","By Fire-Arms","Male","0-14",0
"Uttar Pradesh",2012,"Means_adopted","By coming under running vehicles/trains","Female","15-29",20
"Uttar Pradesh",2012,"Means_adopted","By Fire/Self Immolation","Female","15-29",253
"Uttar Pradesh",2012,"Means_adopted","By Jumping off Moving Vehicles/Trains","Female","15-29",13
"Uttar Pradesh",2012,"Means_adopted","By Jumping from (Building)","Female","15-29",5
"Uttar Pradesh",2012,"Means_adopted","By Hanging","Female","15-29",319
"Uttar Pradesh",2012,"Means_adopted","By Machine","Female","15-29",2
"Uttar Pradesh",2012,"Means_adopted","By Other means (please specify)","Female","15-29",46
"Uttar Pradesh",2012,"Means_adopted","By Over Alcoholism","Female","15-29",5
"Uttar Pradesh",2012,"Means_adopted","By Self Infliction of injury","Female","15-29",10
"Uttar Pradesh",2012,"Means_adopted","By Consuming Insecticides","Female","15-29",86
"Uttar Pradesh",2012,"Means_adopted","By Fire-Arms","Female","15-29",20
"Uttar Pradesh",2012,"Means_adopted","By Jumping from (Other sites)","Female","15-29",13
"Uttar Pradesh",2012,"Means_adopted","By touching electric wires","Female","15-29",7
"Uttar Pradesh",2012,"Means_adopted","By Overdose of sleeping pills","Female","15-29",25
"Uttar Pradesh",2012,"Means_adopted","By Consuming Other Poison","Female","15-29",112
"Uttar Pradesh",2012,"Means_adopted","By Drowning","Female","15-29",53
"Uttar Pradesh",2012,"Means_adopted","By Consuming Other Poison","Male","15-29",69
"Uttar Pradesh",2012,"Means_adopted","By Other means (please specify)","Male","15-29",67
"Uttar Pradesh",2012,"Means_adopted","By Fire/Self Immolation","Male","15-29",56
"Uttar Pradesh",2012,"Means_adopted","By Jumping off Moving Vehicles/Trains","Male","15-29",13
"Uttar Pradesh",2012,"Means_adopted","By Machine","Male","15-29",0
"Uttar Pradesh",2012,"Means_adopted","By Fire-Arms","Male","15-29",61
"Uttar Pradesh",2012,"Means_adopted","By Jumping from (Building)","Male","15-29",9
"Uttar Pradesh",2012,"Means_adopted","By coming under running vehicles/trains","Male","15-29",65
"Uttar Pradesh",2012,"Means_adopted","By touching electric wires","Male","15-29",36
"Uttar Pradesh",2012,"Means_adopted","By Consuming Insecticides","Male","15-29",63
"Uttar Pradesh",2012,"Means_adopted","By Drowning","Male","15-29",51
"Uttar Pradesh",2012,"Means_adopted","By Over Alcoholism","Male","15-29",17
"Uttar Pradesh",2012,"Means_adopted","By Hanging","Male","15-29",295
"Uttar Pradesh",2012,"Means_adopted","By Overdose of sleeping pills","Male","15-29",15
"Uttar Pradesh",2012,"Means_adopted","By Self Infliction of injury","Male","15-29",15
"Uttar Pradesh",2012,"Means_adopted","By Jumping from (Other sites)","Male","15-29",13
"Uttar Pradesh",2012,"Means_adopted","By Consuming Insecticides","Female","30-44",42
"Uttar Pradesh",2012,"Means_adopted","By Fire-Arms","Female","30-44",4
"Uttar Pradesh",2012,"Means_adopted","By Fire/Self Immolation","Female","30-44",150
"Uttar Pradesh",2012,"Means_adopted","By Jumping off Moving Vehicles/Trains","Female","30-44",8
"Uttar Pradesh",2012,"Means_adopted","By touching electric wires","Female","30-44",4
"Uttar Pradesh",2012,"Means_adopted","By Jumping from (Other sites)","Female","30-44",8
"Uttar Pradesh",2012,"Means_adopted","By coming under running vehicles/trains","Female","30-44",22
"Uttar Pradesh",2012,"Means_adopted","By Other means (please specify)","Female","30-44",32
"Uttar Pradesh",2012,"Means_adopted","By Jumping from (Building)","Female","30-44",5
"Uttar Pradesh",2012,"Means_adopted","By Over Alcoholism","Female","30-44",0
"Uttar Pradesh",2012,"Means_adopted","By Hanging","Female","30-44",235
"Uttar Pradesh",2012,"Means_adopted","By Machine","Female","30-44",1
"Uttar Pradesh",2012,"Means_adopted","By Drowning","Female","30-44",23
"Uttar Pradesh",2012,"Means_adopted","By Self Infliction of injury","Female","30-44",8
"Uttar Pradesh",2012,"Means_adopted","By Consuming Other Poison","Female","30-44",40
"Uttar Pradesh",2012,"Means_adopted","By Overdose of sleeping pills","Female","30-44",9
"Uttar Pradesh",2012,"Means_adopted","By Consuming Other Poison","Male","30-44",75
"Uttar Pradesh",2012,"Means_adopted","By Other means (please specify)","Male","30-44",37
"Uttar Pradesh",2012,"Means_adopted","By touching electric wires","Male","30-44",35
"Uttar Pradesh",2012,"Means_adopted","By Fire/Self Immolation","Male","30-44",66
"Uttar Pradesh",2012,"Means_adopted","By Fire-Arms","Male","30-44",26
"Uttar Pradesh",2012,"Means_adopted","By coming under running vehicles/trains","Male","30-44",67
"Uttar Pradesh",2012,"Means_adopted","By Drowning","Male","30-44",53
"Uttar Pradesh",2012,"Means_adopted","By Self Infliction of injury","Male","30-44",19
"Uttar Pradesh",2012,"Means_adopted","By Jumping from (Building)","Male","30-44",11
"Uttar Pradesh",2012,"Means_adopted","By Over Alcoholism","Male","30-44",45
"Uttar Pradesh",2012,"Means_adopted","By Consuming Insecticides","Male","30-44",44
"Uttar Pradesh",2012,"Means_adopted","By Hanging","Male","30-44",290
"Uttar Pradesh",2012,"Means_adopted","By Overdose of sleeping pills","Male","30-44",15
"Uttar Pradesh",2012,"Means_adopted","By Jumping off Moving Vehicles/Trains","Male","30-44",28
"Uttar Pradesh",2012,"Means_adopted","By Jumping from (Other sites)","Male","30-44",28
"Uttar Pradesh",2012,"Means_adopted","By Machine","Male","30-44",3
"Uttar Pradesh",2012,"Means_adopted","By Drowning","Female","45-59",2
"Uttar Pradesh",2012,"Means_adopted","By Fire-Arms","Female","45-59",2
"Uttar Pradesh",2012,"Means_adopted","By Jumping from (Building)","Female","45-59",3
"Uttar Pradesh",2012,"Means_adopted","By Machine","Female","45-59",0
"Uttar Pradesh",2012,"Means_adopted","By Self Infliction of injury","Female","45-59",4
"Uttar Pradesh",2012,"Means_adopted","By Hanging","Female","45-59",103
"Uttar Pradesh",2012,"Means_adopted","By Consuming Other Poison","Female","45-59",25
"Uttar Pradesh",2012,"Means_adopted","By touching electric wires","Female","45-59",0
"Uttar Pradesh",2012,"Means_adopted","By Jumping off Moving Vehicles/Trains","Female","45-59",7
"Uttar Pradesh",2012,"Means_adopted","By Consuming Insecticides","Female","45-59",11
"Uttar Pradesh",2012,"Means_adopted","By Over Alcoholism","Female","45-59",0
"Uttar Pradesh",2012,"Means_adopted","By coming under running vehicles/trains","Female","45-59",4
"Uttar Pradesh",2012,"Means_adopted","By Overdose of sleeping pills","Female","45-59",4
"Uttar Pradesh",2012,"Means_adopted","By Fire/Self Immolation","Female","45-59",38
"Uttar Pradesh",2012,"Means_adopted","By Other means (please specify)","Female","45-59",8
"Uttar Pradesh",2012,"Means_adopted","By Jumping from (Other sites)","Female","45-59",7
"Uttar Pradesh",2012,"Means_adopted","By Self Infliction of injury","Male","45-59",7
"Uttar Pradesh",2012,"Means_adopted","By coming under running vehicles/trains","Male","45-59",38
"Uttar Pradesh",2012,"Means_adopted","By Consuming Insecticides","Male","45-59",30
"Uttar Pradesh",2012,"Means_adopted","By Over Alcoholism","Male","45-59",28
"Uttar Pradesh",2012,"Means_adopted","By touching electric wires","Male","45-59",16
"Uttar Pradesh",2012,"Means_adopted","By Fire-Arms","Male","45-59",19
"Uttar Pradesh",2012,"Means_adopted","By Jumping from (Other sites)","Male","45-59",16
"Uttar Pradesh",2012,"Means_adopted","By Machine","Male","45-59",2
"Uttar Pradesh",2012,"Means_adopted","By Overdose of sleeping pills","Male","45-59",9
"Uttar Pradesh",2012,"Means_adopted","By Jumping off Moving Vehicles/Trains","Male","45-59",16
"Uttar Pradesh",2012,"Means_adopted","By Other means (please specify)","Male","45-59",23
"Uttar Pradesh",2012,"Means_adopted","By Hanging","Male","45-59",241
"Uttar Pradesh",2012,"Means_adopted","By Fire/Self Immolation","Male","45-59",26
"Uttar Pradesh",2012,"Means_adopted","By Consuming Other Poison","Male","45-59",53
"Uttar Pradesh",2012,"Means_adopted","By Jumping from (Building)","Male","45-59",15
"Uttar Pradesh",2012,"Means_adopted","By Drowning","Male","45-59",35
"Uttar Pradesh",2012,"Means_adopted","By Jumping from (Building)","Female","60+",0
"Uttar Pradesh",2012,"Means_adopted","By Consuming Insecticides","Female","60+",3
"Uttar Pradesh",2012,"Means_adopted","By Overdose of sleeping pills","Female","60+",6
"Uttar Pradesh",2012,"Means_adopted","By touching electric wires","Female","60+",0
"Uttar Pradesh",2012,"Means_adopted","By Machine","Female","60+",0
"Uttar Pradesh",2012,"Means_adopted","By coming under running vehicles/trains","Female","60+",5
"Uttar Pradesh",2012,"Means_adopted","By Consuming Other Poison","Female","60+",9
"Uttar Pradesh",2012,"Means_adopted","By Self Infliction of injury","Female","60+",1
"Uttar Pradesh",2012,"Means_adopted","By Over Alcoholism","Female","60+",0
"Uttar Pradesh",2012,"Means_adopted","By Jumping from (Other sites)","Female","60+",1
"Uttar Pradesh",2012,"Means_adopted","By Drowning","Female","60+",7
"Uttar Pradesh",2012,"Means_adopted","By Fire-Arms","Female","60+",4
"Uttar Pradesh",2012,"Means_adopted","By Hanging","Female","60+",13
"Uttar Pradesh",2012,"Means_adopted","By Fire/Self Immolation","Female","60+",14
"Uttar Pradesh",2012,"Means_adopted","By Jumping off Moving Vehicles/Trains","Female","60+",1
"Uttar Pradesh",2012,"Means_adopted","By Other means (please specify)","Female","60+",11
"Uttar Pradesh",2012,"Means_adopted","By Jumping off Moving Vehicles/Trains","Male","60+",20
"Uttar Pradesh",2012,"Means_adopted","By Hanging","Male","60+",66
"Uttar Pradesh",2012,"Means_adopted","By touching electric wires","Male","60+",3
"Uttar Pradesh",2012,"Means_adopted","By Fire/Self Immolation","Male","60+",13
"Uttar Pradesh",2012,"Means_adopted","By Jumping from (Building)","Male","60+",6
"Uttar Pradesh",2012,"Means_adopted","By Fire-Arms","Male","60+",10
"Uttar Pradesh",2012,"Means_adopted","By Consuming Insecticides","Male","60+",3
"Uttar Pradesh",2012,"Means_adopted","By Overdose of sleeping pills","Male","60+",3
"Uttar Pradesh",2012,"Means_adopted","By Over Alcoholism","Male","60+",5
"Uttar Pradesh",2012,"Means_adopted","By Self Infliction of injury","Male","60+",2
"Uttar Pradesh",2012,"Means_adopted","By coming under running vehicles/trains","Male","60+",12
"Uttar Pradesh",2012,"Means_adopted","By Other means (please specify)","Male","60+",10
"Uttar Pradesh",2012,"Means_adopted","By Drowning","Male","60+",14
"Uttar Pradesh",2012,"Means_adopted","By Consuming Other Poison","Male","60+",16
"Uttar Pradesh",2012,"Means_adopted","By Machine","Male","60+",0
"Uttar Pradesh",2012,"Means_adopted","By Jumping from (Other sites)","Male","60+",20
"Uttar Pradesh",2012,"Professional_Profile","Others (Please Specify)","Female","0-14",8
"Uttar Pradesh",2012,"Professional_Profile","Retired Person","Female","0-14",0
"Uttar Pradesh",2012,"Professional_Profile","Unemployed","Female","0-14",0
"Uttar Pradesh",2012,"Professional_Profile","Service (Government)","Female","0-14",4
"Uttar Pradesh",2012,"Professional_Profile","Professional Activity","Female","0-14",0
"Uttar Pradesh",2012,"Professional_Profile","Public Sector Undertaking","Female","0-14",0
"Uttar Pradesh",2012,"Professional_Profile","Self-employed (Business activity)","Female","0-14",0
"Uttar Pradesh",2012,"Professional_Profile","Student","Female","0-14",15
"Uttar Pradesh",2012,"Professional_Profile","Service (Private)","Female","0-14",14
"Uttar Pradesh",2012,"Professional_Profile","Farming/Agriculture Activity","Female","0-14",2
"Uttar Pradesh",2012,"Professional_Profile","Others (Please Specify)","Female","0-14",4
"Uttar Pradesh",2012,"Professional_Profile","House Wife","Female","0-14",7
"Uttar Pradesh",2012,"Professional_Profile","Professional Activity","Male","0-14",0
"Uttar Pradesh",2012,"Professional_Profile","Farming/Agriculture Activity","Male","0-14",2
"Uttar Pradesh",2012,"Professional_Profile","Unemployed","Male","0-14",2
"Uttar Pradesh",2012,"Professional_Profile","Service (Private)","Male","0-14",1
"Uttar Pradesh",2012,"Professional_Profile","Service (Government)","Male","0-14",0
"Uttar Pradesh",2012,"Professional_Profile","Retired Person","Male","0-14",0
"Uttar Pradesh",2012,"Professional_Profile","Self-employed (Business activity)","Male","0-14",0
"Uttar Pradesh",2012,"Professional_Profile","Public Sector Undertaking","Male","0-14",0
"Uttar Pradesh",2012,"Professional_Profile","Student","Male","0-14",20
"Uttar Pradesh",2012,"Professional_Profile","House Wife","Male","0-14",0
"Uttar Pradesh",2012,"Professional_Profile","Others (Please Specify)","Male","0-14",3
"Uttar Pradesh",2012,"Professional_Profile","Service (Private)","Female","15-29",93
"Uttar Pradesh",2012,"Professional_Profile","Others (Please Specify)","Female","15-29",89
"Uttar Pradesh",2012,"Professional_Profile","Farming/Agriculture Activity","Female","15-29",36
"Uttar Pradesh",2012,"Professional_Profile","Service (Government)","Female","15-29",10
"Uttar Pradesh",2012,"Professional_Profile","House Wife","Female","15-29",546
"Uttar Pradesh",2012,"Professional_Profile","Professional Activity","Female","15-29",5
"Uttar Pradesh",2012,"Professional_Profile","Unemployed","Female","15-29",21
"Uttar Pradesh",2012,"Professional_Profile","Self-employed (Business activity)","Female","15-29",6
"Uttar Pradesh",2012,"Professional_Profile","Public Sector Undertaking","Female","15-29",6
"Uttar Pradesh",2012,"Professional_Profile","Retired Person","Female","15-29",0
"Uttar Pradesh",2012,"Professional_Profile","Others (Please Specify)","Female","15-29",73
"Uttar Pradesh",2012,"Professional_Profile","Student","Female","15-29",104
"Uttar Pradesh",2012,"Professional_Profile","Service (Private)","Male","15-29",94
"Uttar Pradesh",2012,"Professional_Profile","Professional Activity","Male","15-29",22
"Uttar Pradesh",2012,"Professional_Profile","Public Sector Undertaking","Male","15-29",12
"Uttar Pradesh",2012,"Professional_Profile","Retired Person","Male","15-29",0
"Uttar Pradesh",2012,"Professional_Profile","House Wife","Male","15-29",0
"Uttar Pradesh",2012,"Professional_Profile","Farming/Agriculture Activity","Male","15-29",161
"Uttar Pradesh",2012,"Professional_Profile","Unemployed","Male","15-29",98
"Uttar Pradesh",2012,"Professional_Profile","Others (Please Specify)","Male","15-29",131
"Uttar Pradesh",2012,"Professional_Profile","Self-employed (Business activity)","Male","15-29",85
"Uttar Pradesh",2012,"Professional_Profile","Others (Please Specify)","Male","15-29",96
"Uttar Pradesh",2012,"Professional_Profile","Service (Government)","Male","15-29",24
"Uttar Pradesh",2012,"Professional_Profile","Student","Male","15-29",122
"Uttar Pradesh",2012,"Professional_Profile","Public Sector Undertaking","Female","30-44",10
"Uttar Pradesh",2012,"Professional_Profile","Service (Government)","Female","30-44",12
"Uttar Pradesh",2012,"Professional_Profile","Unemployed","Female","30-44",15
"Uttar Pradesh",2012,"Professional_Profile","House Wife","Female","30-44",393
"Uttar Pradesh",2012,"Professional_Profile","Others (Please Specify)","Female","30-44",27
"Uttar Pradesh",2012,"Professional_Profile","Student","Female","30-44",31
"Uttar Pradesh",2012,"Professional_Profile","Retired Person","Female","30-44",0
"Uttar Pradesh",2012,"Professional_Profile","Service (Private)","Female","30-44",24
"Uttar Pradesh",2012,"Professional_Profile","Others (Please Specify)","Female","30-44",29
"Uttar Pradesh",2012,"Professional_Profile","Farming/Agriculture Activity","Female","30-44",44
"Uttar Pradesh",2012,"Professional_Profile","Professional Activity","Female","30-44",0
"Uttar Pradesh",2012,"Professional_Profile","Self-employed (Business activity)","Female","30-44",6
"Uttar Pradesh",2012,"Professional_Profile","Unemployed","Male","30-44",80
"Uttar Pradesh",2012,"Professional_Profile","Retired Person","Male","30-44",2
"Uttar Pradesh",2012,"Professional_Profile","Public Sector Undertaking","Male","30-44",8
"Uttar Pradesh",2012,"Professional_Profile","Others (Please Specify)","Male","30-44",95
"Uttar Pradesh",2012,"Professional_Profile","Service (Government)","Male","30-44",23
"Uttar Pradesh",2012,"Professional_Profile","Professional Activity","Male","30-44",53
"Uttar Pradesh",2012,"Professional_Profile","Service (Private)","Male","30-44",142
"Uttar Pradesh",2012,"Professional_Profile","Student","Male","30-44",11
"Uttar Pradesh",2012,"Professional_Profile","House Wife","Male","30-44",0
"Uttar Pradesh",2012,"Professional_Profile","Self-employed (Business activity)","Male","30-44",80
"Uttar Pradesh",2012,"Professional_Profile","Farming/Agriculture Activity","Male","30-44",230
"Uttar Pradesh",2012,"Professional_Profile","Others (Please Specify)","Male","30-44",118
"Uttar Pradesh",2012,"Professional_Profile","Public Sector Undertaking","Female","45-59",9
"Uttar Pradesh",2012,"Professional_Profile","Unemployed","Female","45-59",1
"Uttar Pradesh",2012,"Professional_Profile","Service (Government)","Female","45-59",1
"Uttar Pradesh",2012,"Professional_Profile","Student","Female","45-59",0
"Uttar Pradesh",2012,"Professional_Profile","House Wife","Female","45-59",98
"Uttar Pradesh",2012,"Professional_Profile","Self-employed (Business activity)","Female","45-59",5
"Uttar Pradesh",2012,"Professional_Profile","Retired Person","Female","45-59",0
"Uttar Pradesh",2012,"Professional_Profile","Professional Activity","Female","45-59",0
"Uttar Pradesh",2012,"Professional_Profile","Farming/Agriculture Activity","Female","45-59",27
"Uttar Pradesh",2012,"Professional_Profile","Others (Please Specify)","Female","45-59",39
"Uttar Pradesh",2012,"Professional_Profile","Others (Please Specify)","Female","45-59",24
"Uttar Pradesh",2012,"Professional_Profile","Service (Private)","Female","45-59",14
"Uttar Pradesh",2012,"Professional_Profile","Service (Private)","Male","45-59",73
"Uttar Pradesh",2012,"Professional_Profile","Professional Activity","Male","45-59",28
"Uttar Pradesh",2012,"Professional_Profile","Farming/Agriculture Activity","Male","45-59",170
"Uttar Pradesh",2012,"Professional_Profile","Self-employed (Business activity)","Male","45-59",32
"Uttar Pradesh",2012,"Professional_Profile","Others (Please Specify)","Male","45-59",142
"Uttar Pradesh",2012,"Professional_Profile","Public Sector Undertaking","Male","45-59",11
"Uttar Pradesh",2012,"Professional_Profile","House Wife","Male","45-59",0
"Uttar Pradesh",2012,"Professional_Profile","Others (Please Specify)","Male","45-59",75
"Uttar Pradesh",2012,"Professional_Profile","Service (Government)","Male","45-59",15
"Uttar Pradesh",2012,"Professional_Profile","Unemployed","Male","45-59",26
"Uttar Pradesh",2012,"Professional_Profile","Retired Person","Male","45-59",1
"Uttar Pradesh",2012,"Professional_Profile","Student","Male","45-59",1
"Uttar Pradesh",2012,"Professional_Profile","House Wife","Female","60+",33
"Uttar Pradesh",2012,"Professional_Profile","Public Sector Undertaking","Female","60+",0
"Uttar Pradesh",2012,"Professional_Profile","Service (Private)","Female","60+",0
"Uttar Pradesh",2012,"Professional_Profile","Student","Female","60+",1
"Uttar Pradesh",2012,"Professional_Profile","Others (Please Specify)","Female","60+",16
"Uttar Pradesh",2012,"Professional_Profile","Professional Activity","Female","60+",0
"Uttar Pradesh",2012,"Professional_Profile","Retired Person","Female","60+",2
"Uttar Pradesh",2012,"Professional_Profile","Others (Please Specify)","Female","60+",6
"Uttar Pradesh",2012,"Professional_Profile","Self-employed (Business activity)","Female","60+",0
"Uttar Pradesh",2012,"Professional_Profile","Unemployed","Female","60+",0
"Uttar Pradesh",2012,"Professional_Profile","Service (Government)","Female","60+",0
"Uttar Pradesh",2012,"Professional_Profile","Farming/Agriculture Activity","Female","60+",17
"Uttar Pradesh",2012,"Professional_Profile","Unemployed","Male","60+",3
"Uttar Pradesh",2012,"Professional_Profile","Student","Male","60+",0
"Uttar Pradesh",2012,"Professional_Profile","Professional Activity","Male","60+",22
"Uttar Pradesh",2012,"Professional_Profile","Others (Please Specify)","Male","60+",76
"Uttar Pradesh",2012,"Professional_Profile","Service (Government)","Male","60+",0
"Uttar Pradesh",2012,"Professional_Profile","Self-employed (Business activity)","Male","60+",13
"Uttar Pradesh",2012,"Professional_Profile","Public Sector Undertaking","Male","60+",0
"Uttar Pradesh",2012,"Professional_Profile","Others (Please Specify)","Male","60+",13
"Uttar Pradesh",2012,"Professional_Profile","Retired Person","Male","60+",5
"Uttar Pradesh",2012,"Professional_Profile","House Wife","Male","60+",0
"Uttar Pradesh",2012,"Professional_Profile","Service (Private)","Male","60+",15
"Uttar Pradesh",2012,"Professional_Profile","Farming/Agriculture Activity","Male","60+",56
"Uttar Pradesh",2012,"Social_Status","Never Married","Female","0-100+",518
"Uttar Pradesh",2012,"Social_Status","Widowed/Widower","Female","0-100+",103
"Uttar Pradesh",2012,"Social_Status","Seperated","Female","0-100+",38
"Uttar Pradesh",2012,"Social_Status","Divorcee","Female","0-100+",52
"Uttar Pradesh",2012,"Social_Status","Married","Female","0-100+",1216
"Uttar Pradesh",2012,"Social_Status","Widowed/Widower","Male","0-100+",204
"Uttar Pradesh",2012,"Social_Status","Seperated","Male","0-100+",101
"Uttar Pradesh",2012,"Social_Status","Never Married","Male","0-100+",625
"Uttar Pradesh",2012,"Social_Status","Divorcee","Male","0-100+",19
"Uttar Pradesh",2012,"Social_Status","Married","Male","0-100+",1546
"Uttarakhand",2012,"Causes","Love Affairs","Female","0-14",0
"Uttarakhand",2012,"Causes","Not having Children(Barrenness/Impotency","Female","0-14",0
"Uttarakhand",2012,"Causes","Dowry Dispute","Female","0-14",0
"Uttarakhand",2012,"Causes","Drug Abuse/Addiction","Female","0-14",0
"Uttarakhand",2012,"Causes","Failure in Examination","Female","0-14",0
"Uttarakhand",2012,"Causes","Insanity/Mental Illness","Female","0-14",0
"Uttarakhand",2012,"Causes","Poverty","Female","0-14",0
"Uttarakhand",2012,"Causes","Ideological Causes/Hero Worshipping","Female","0-14",0
"Uttarakhand",2012,"Causes","Other Causes (Please Specity)","Female","0-14",1
"Uttarakhand",2012,"Causes","Death of Dear Person","Female","0-14",0
"Uttarakhand",2012,"Causes","Causes Not known","Female","0-14",4
"Uttarakhand",2012,"Causes","Illness (Aids/STD)","Female","0-14",0
"Uttarakhand",2012,"Causes","Bankruptcy or Sudden change in Economic","Female","0-14",0
"Uttarakhand",2012,"Causes","Family Problems","Female","0-14",3
"Uttarakhand",2012,"Causes","Physical Abuse (Rape/Incest Etc.)","Female","0-14",0
"Uttarakhand",2012,"Causes","Divorce","Female","0-14",0
"Uttarakhand",2012,"Causes","Cancer","Female","0-14",0
"Uttarakhand",2012,"Causes","Unemployment","Female","0-14",0
"Uttarakhand",2012,"Causes","Professional/Career Problem","Female","0-14",0
"Uttarakhand",2012,"Causes","Illegitimate Pregnancy","Female","0-14",0
"Uttarakhand",2012,"Causes","Suspected/Illicit Relation","Female","0-14",1
"Uttarakhand",2012,"Causes","Cancellation/Non-Settlement of Marriage","Female","0-14",0
"Uttarakhand",2012,"Causes","Property Dispute","Female","0-14",0
"Uttarakhand",2012,"Causes","Other Prolonged Illness","Female","0-14",0
"Uttarakhand",2012,"Causes","Paralysis","Female","0-14",0
"Uttarakhand",2012,"Causes","Fall in Social Reputation","Female","0-14",0
